frame,time,player_count,ball_x,ball_y,space_control,passing_options
115,1.9193661971830984,0,1928,404,[],0
116,1.936056338028169,0,1928,404,[],0
117,1.9527464788732394,0,1930,402,[],0
118,1.9694366197183097,0,1930,402,[],0
119,1.9861267605633801,0,1929,403,[],0
120,2.0028169014084507,0,1928,398,[],0
121,2.019507042253521,0,1928,398,[],0
122,2.0361971830985914,0,2111,243,[],0
123,2.052887323943662,0,2111,243,[],0
124,2.069577464788732,0,1929,397,[],0
125,2.0862676056338025,0,1929,397,[],0
126,2.1029577464788733,0,1929,397,[],0
127,2.1196478873239437,0,1927,397,[],0
128,2.136338028169014,0,1927,397,[],0
129,2.1530281690140844,0,1931,393,[],0
130,2.169718309859155,0,1931,393,[],0
131,2.186408450704225,0,1929,393,[],0
132,2.2030985915492955,0,1929,393,[],0
133,2.219788732394366,0,1929,393,[],0
134,2.2364788732394367,0,1929,391,[],0
135,2.253169014084507,0,1929,391,[],0
136,2.2698591549295775,0,2097,239,[],0
137,2.286549295774648,0,2097,239,[],0
138,2.303239436619718,0,2097,239,[],0
139,2.3199295774647886,0,1931,387,[],0
140,2.336619718309859,0,1931,387,[],0
141,2.3533098591549293,0,1929,387,[],0
142,2.37,0,1929,387,[],0
143,2.3866901408450705,0,2540,174,[],0
144,2.403380281690141,0,2324,250,[],0
145,2.420070422535211,0,411,261,[],0
146,2.4367605633802816,0,2540,174,[],0
147,2.453450704225352,0,2540,174,[],0
148,2.4701408450704223,0,922,206,[],0
149,2.4868309859154927,0,922,206,[],0
150,2.5035211267605635,0,922,206,[],0
151,2.520211267605634,0,2061,239,[],0
152,2.536901408450704,0,2061,239,[],0
153,2.5535915492957746,0,2540,174,[],0
154,2.570281690140845,0,2540,174,[],0
155,2.5869718309859153,0,2540,174,[],0
156,2.6036619718309857,0,2540,174,[],0
157,2.620352112676056,0,2540,174,[],0
158,2.637042253521127,0,2058,450,[],0
159,2.6537323943661972,0,2058,450,[],0
160,2.6704225352112676,0,2540,174,[],0
161,2.687112676056338,0,2540,174,[],0
162,2.7038028169014083,0,2540,174,[],0
163,2.7204929577464787,0,2540,174,[],0
164,2.737183098591549,0,2540,174,[],0
165,2.7538732394366194,0,1915,385,[],0
166,2.7705633802816902,0,1915,385,[],0
167,2.7872535211267606,0,2540,174,[],0
168,2.803943661971831,0,1915,383,[],0
169,2.8206338028169013,0,1915,383,[],0
170,2.8373239436619717,0,2540,174,[],0
171,2.854014084507042,0,2540,174,[],0
172,2.8707042253521124,0,1918,382,[],0
173,2.887394366197183,0,1918,382,[],0
174,2.9040845070422536,0,1918,382,[],0
175,2.920774647887324,0,2540,174,[],0
176,2.9374647887323944,0,2540,174,[],0
177,2.9541549295774647,0,2540,174,[],0
178,2.970845070422535,0,666,308,[],0
179,2.9875352112676055,0,2238,140,[],0
180,3.004225352112676,0,1910,376,[],0
181,3.020915492957746,0,1909,377,[],0
182,3.037605633802817,0,2409,205,[],0
183,3.0542957746478874,0,2409,205,[],0
184,3.0709859154929577,0,2228,142,[],0
185,3.087676056338028,0,2228,142,[],0
186,3.1043661971830985,0,2228,142,[],0
187,3.121056338028169,0,2416,108,[],0
188,3.137746478873239,0,2163,551,[],0
189,3.1544366197183096,0,810,196,[],0
190,3.1711267605633804,0,810,196,[],0
191,3.1878169014084508,0,2683,235,[],0
192,3.204507042253521,0,2220,138,[],0
193,3.2211971830985915,0,2220,138,[],0
194,3.237887323943662,0,2209,135,[],0
195,3.254577464788732,0,2209,135,[],0
196,3.2712676056338026,0,1984,234,[],0
197,3.287957746478873,0,2540,174,[],0
198,3.3046478873239438,0,1984,234,[],0
199,3.321338028169014,0,926,202,[],0
200,3.3380281690140845,0,2212,144,[],0
201,3.354718309859155,0,2784,304,[],0
202,3.3714084507042252,0,257,261,[],0
203,3.3880985915492956,0,2021,415,[],0
204,3.404788732394366,0,2021,415,[],0
205,3.4214788732394363,0,2021,415,[],0
206,3.438169014084507,0,1887,375,[],0
207,3.4548591549295775,0,1887,375,[],0
208,3.471549295774648,0,2540,174,[],0
209,3.4882394366197182,0,2540,174,[],0
210,3.5049295774647886,0,2196,142,[],0
211,3.521619718309859,0,2201,25,[],0
212,3.5383098591549293,0,358,196,[],0
213,3.5549999999999997,0,2381,109,[],0
214,3.5716901408450705,0,2381,109,[],0
215,3.588380281690141,0,224,260,[],0
216,3.6050704225352113,0,2386,112,[],0
217,3.6217605633802816,0,1883,219,[],0
218,3.638450704225352,0,2378,110,[],0
219,3.6551408450704224,0,2378,110,[],0
220,3.6718309859154927,0,2540,174,[],0
221,3.688521126760563,0,2540,174,[],0
222,3.7052112676056335,0,2540,174,[],0
223,3.7219014084507043,0,378,198,[],0
224,3.7385915492957746,0,1991,237,[],0
225,3.755281690140845,0,2375,111,[],0
226,3.7719718309859154,0,2220,210,[],0
227,3.7886619718309857,0,748,198,[],0
228,3.805352112676056,0,1540,182,[],0
229,3.8220422535211265,0,1540,182,[],0
230,3.838732394366197,0,94,130,[],0
231,3.8554225352112677,0,94,130,[],0
232,3.872112676056338,0,2717,39,[],0
233,3.8888028169014084,0,2717,39,[],0
234,3.9054929577464788,0,2717,39,[],0
235,3.922183098591549,0,2540,174,[],0
236,3.9388732394366195,0,2080,296,[],0
237,3.95556338028169,0,2075,293,[],0
238,3.9722535211267602,0,2540,174,[],0
239,3.988943661971831,0,2540,174,[],0
240,4.005633802816901,0,2540,174,[],0
241,4.022323943661972,0,2540,174,[],0
242,4.039014084507042,0,2540,174,[],0
243,4.0557042253521125,0,2075,297,[],0
244,4.072394366197183,0,1016,124,[],0
245,4.089084507042253,0,510,250,[],0
246,4.105774647887324,0,510,250,[],0
247,4.122464788732394,0,2867,289,[],0
248,4.139154929577464,0,2867,289,[],0
249,4.155845070422535,0,573,309,[],0
250,4.172535211267605,0,200,248,[],0
251,4.189225352112676,0,2313,185,[],0
252,4.205915492957747,0,2540,174,[],0
253,4.222605633802817,0,2313,185,[],0
254,4.239295774647887,0,748,194,[],0
255,4.255985915492958,0,748,194,[],0
256,4.272676056338028,0,2540,174,[],0
257,4.2893661971830985,0,2540,174,[],0
258,4.306056338028169,0,2540,174,[],0
259,4.322746478873239,0,2540,174,[],0
260,4.33943661971831,0,2540,174,[],0
261,4.35612676056338,0,753,199,[],0
262,4.37281690140845,0,2540,174,[],0
263,4.389507042253521,0,587,309,[],0
264,4.406197183098591,0,588,310,[],0
265,4.4228873239436615,0,587,309,[],0
266,4.439577464788732,0,2540,174,[],0
267,4.456267605633803,0,2540,174,[],0
268,4.4729577464788735,0,771,201,[],0
269,4.489647887323944,0,771,201,[],0
270,4.506338028169014,0,771,201,[],0
271,4.5230281690140846,0,788,158,[],0
272,4.539718309859155,0,788,158,[],0
273,4.556408450704225,0,2033,65,[],0
274,4.573098591549296,0,2331,47,[],0
275,4.589788732394366,0,2540,174,[],0
276,4.606478873239436,0,2540,174,[],0
277,4.623169014084507,0,2540,174,[],0
278,4.639859154929577,0,789,203,[],0
279,4.6565492957746475,0,789,203,[],0
280,4.673239436619718,0,2540,174,[],0
281,4.689929577464788,0,2540,174,[],0
282,4.706619718309859,0,2540,174,[],0
283,4.72330985915493,0,2540,174,[],0
284,4.74,0,2540,174,[],0
285,4.756690140845071,0,628,308,[],0
286,4.773380281690141,0,2540,174,[],0
287,4.790070422535211,0,1954,250,[],0
288,4.806760563380282,0,805,193,[],0
289,4.823450704225352,0,2228,140,[],0
290,4.840140845070422,0,628,308,[],0
291,4.856830985915493,0,795,191,[],0
292,4.873521126760563,0,630,304,[],0
293,4.8902112676056335,0,630,304,[],0
294,4.906901408450704,0,630,304,[],0
295,4.923591549295774,0,55,193,[],0
296,4.940281690140845,0,55,193,[],0
297,4.956971830985915,0,814,200,[],0
298,4.973661971830985,0,814,198,[],0
299,4.990352112676057,0,633,309,[],0
300,5.007042253521127,0,633,309,[],0
301,5.023732394366197,0,633,309,[],0
302,5.040422535211268,0,1956,386,[],0
303,5.057112676056338,0,1956,386,[],0
304,5.073802816901408,0,2361,373,[],0
305,5.090492957746479,0,2040,380,[],0
306,5.107183098591549,0,2361,373,[],0
307,5.1238732394366195,0,2371,373,[],0
308,5.14056338028169,0,2414,384,[],0
309,5.15725352112676,0,169,359,[],0
310,5.173943661971831,0,169,359,[],0
311,5.190633802816901,0,2425,375,[],0
312,5.207323943661971,0,2425,375,[],0
313,5.224014084507042,0,55,193,[],0
314,5.240704225352112,0,2329,343,[],0
315,5.257394366197183,0,631,309,[],0
316,5.274084507042254,0,812,200,[],0
317,5.290774647887324,0,803,197,[],0
318,5.3074647887323945,0,812,200,[],0
319,5.324154929577465,0,53,193,[],0
320,5.340845070422535,0,53,193,[],0
321,5.357535211267606,0,1435,159,[],0
322,5.374225352112676,0,1435,159,[],0
323,5.390915492957746,0,2064,248,[],0
324,5.407605633802817,0,628,308,[],0
325,5.424295774647887,0,627,309,[],0
326,5.440985915492957,0,1905,375,[],0
327,5.457676056338028,0,1905,375,[],0
328,5.474366197183098,0,624,308,[],0
329,5.4910563380281685,0,624,308,[],0
330,5.507746478873239,0,624,308,[],0
331,5.524436619718309,0,1320,128,[],0
332,5.5411267605633805,0,1320,128,[],0
333,5.557816901408451,0,1532,372,[],0
334,5.574507042253521,0,1532,372,[],0
335,5.591197183098592,0,1513,367,[],0
336,5.607887323943662,0,1513,367,[],0
337,5.624577464788732,0,1523,377,[],0
338,5.641267605633803,0,1580,372,[],0
339,5.657957746478873,0,1580,372,[],0
340,5.674647887323943,0,1489,367,[],0
341,5.691338028169014,0,1489,367,[],0
342,5.708028169014084,0,1489,367,[],0
343,5.7247183098591545,0,1547,367,[],0
344,5.741408450704225,0,1547,367,[],0
345,5.758098591549295,0,157,355,[],0
346,5.774788732394366,0,157,355,[],0
347,5.791478873239436,0,1949,367,[],0
348,5.808169014084507,0,1457,367,[],0
349,5.824859154929578,0,1457,367,[],0
350,5.841549295774648,0,128,362,[],0
351,5.858239436619718,0,128,362,[],0
352,5.874929577464789,0,1855,369,[],0
353,5.891619718309859,0,1855,369,[],0
354,5.9083098591549295,0,1855,369,[],0
355,5.925,0,97,353,[],0
356,5.94169014084507,0,97,353,[],0
357,5.958380281690141,0,1506,374,[],0
358,5.975070422535211,0,1506,374,[],0
359,5.991760563380281,0,87,359,[],0
360,6.008450704225352,0,87,359,[],0
361,6.025140845070422,0,87,359,[],0
362,6.041830985915492,0,2323,365,[],0
363,6.058521126760563,0,2323,365,[],0
364,6.075211267605634,0,1825,367,[],0
365,6.091901408450704,0,513,361,[],0
366,6.108591549295775,0,513,361,[],0
367,6.125281690140845,0,2309,365,[],0
368,6.1419718309859155,0,2309,365,[],0
369,6.158661971830986,0,2303,367,[],0
370,6.175352112676056,0,2303,367,[],0
371,6.192042253521127,0,2297,367,[],0
372,6.208732394366197,0,2297,367,[],0
373,6.225422535211267,0,2297,367,[],0
374,6.242112676056338,0,2291,367,[],0
375,6.258802816901408,0,2291,367,[],0
376,6.275492957746478,0,1869,369,[],0
377,6.292183098591549,0,2285,367,[],0
378,6.308873239436619,0,1457,371,[],0
379,6.3255633802816895,0,2205,367,[],0
380,6.342253521126761,0,2205,367,[],0
381,6.358943661971831,0,2269,367,[],0
382,6.3756338028169015,0,2269,367,[],0
383,6.392323943661972,0,1850,376,[],0
384,6.409014084507042,0,1850,376,[],0
385,6.425704225352113,0,1850,376,[],0
386,6.442394366197183,0,1837,371,[],0
387,6.459084507042253,0,458,370,[],0
388,6.475774647887324,0,2171,369,[],0
389,6.492464788732394,0,2171,369,[],0
390,6.509154929577464,0,2171,369,[],0
391,6.525845070422535,0,1409,373,[],0
392,6.542535211267605,0,1409,373,[],0
393,6.5592253521126755,0,2225,369,[],0
394,6.575915492957746,0,1811,373,[],0
395,6.592605633802816,0,1806,378,[],0
396,6.6092957746478875,0,2143,371,[],0
397,6.625985915492958,0,1801,373,[],0
398,6.642676056338028,0,2205,371,[],0
399,6.659366197183099,0,2205,371,[],0
400,6.676056338028169,0,1786,378,[],0
401,6.692746478873239,0,1786,378,[],0
402,6.70943661971831,0,1786,378,[],0
403,6.72612676056338,0,1774,378,[],0
404,6.7428169014084505,0,1774,378,[],0
405,6.759507042253521,0,2173,371,[],0
406,6.776197183098591,0,1354,380,[],0
407,6.792887323943662,0,2087,373,[],0
408,6.809577464788732,0,2087,373,[],0
409,6.826267605633802,0,2087,373,[],0
410,6.842957746478873,0,2075,373,[],0
411,6.859647887323943,0,2075,373,[],0
412,6.876338028169014,0,1320,380,[],0
413,6.893028169014085,0,2065,373,[],0
414,6.909718309859155,0,2065,373,[],0
415,6.926408450704225,0,1718,380,[],0
416,6.943098591549296,0,1718,380,[],0
417,6.959788732394366,0,2115,373,[],0
418,6.9764788732394365,0,2115,373,[],0
419,6.993169014084507,0,225,367,[],0
420,7.009859154929577,0,225,367,[],0
421,7.026549295774648,0,225,367,[],0
422,7.043239436619718,0,217,369,[],0
423,7.059929577464788,0,217,369,[],0
424,7.076619718309859,0,207,367,[],0
425,7.093309859154929,0,2087,373,[],0
426,7.109999999999999,0,207,367,[],0
427,7.12669014084507,0,201,369,[],0
428,7.143380281690141,0,201,369,[],0
429,7.160070422535211,0,202,374,[],0
430,7.176760563380282,0,202,374,[],0
431,7.193450704225352,0,1600,382,[],0
432,7.2101408450704225,0,1600,382,[],0
433,7.226830985915493,0,1600,382,[],0
434,7.243521126760563,0,2073,375,[],0
435,7.260211267605634,0,2073,375,[],0
436,7.276901408450704,0,1183,379,[],0
437,7.293591549295774,0,1183,379,[],0
438,7.310281690140845,0,1183,379,[],0
439,7.326971830985915,0,2071,375,[],0
440,7.3436619718309855,0,2071,375,[],0
441,7.360352112676056,0,193,369,[],0
442,7.377042253521126,0,193,369,[],0
443,7.393732394366197,0,193,369,[],0
444,7.410422535211267,0,193,369,[],0
445,7.427112676056338,0,1668,384,[],0
446,7.4438028169014085,0,2083,385,[],0
447,7.460492957746479,0,1668,384,[],0
448,7.477183098591549,0,1265,389,[],0
449,7.49387323943662,0,269,371,[],0
450,7.51056338028169,0,269,371,[],0
451,7.52725352112676,0,2006,382,[],0
452,7.543943661971831,0,2006,382,[],0
453,7.560633802816901,0,1255,379,[],0
454,7.5773239436619715,0,2083,385,[],0
455,7.594014084507042,0,1663,379,[],0
456,7.610704225352112,0,1663,379,[],0
457,7.627394366197183,0,280,382,[],0
458,7.644084507042253,0,1261,385,[],0
459,7.660774647887323,0,1261,385,[],0
460,7.677464788732394,0,1668,384,[],0
461,7.694154929577465,0,1668,384,[],0
462,7.710845070422535,0,1668,384,[],0
463,7.727535211267606,0,2071,375,[],0
464,7.744225352112676,0,2071,375,[],0
465,7.760915492957746,0,2071,375,[],0
466,7.777605633802817,0,2071,375,[],0
467,7.794295774647887,0,2071,375,[],0
468,7.8109859154929575,0,2071,375,[],0
469,7.827676056338028,0,2071,375,[],0
470,7.844366197183098,0,2071,375,[],0
471,7.861056338028169,0,2071,375,[],0
472,7.877746478873239,0,2071,375,[],0
473,7.894436619718309,0,2071,375,[],0
474,7.91112676056338,0,2071,375,[],0
475,7.92781690140845,0,2071,375,[],0
476,7.9445070422535204,0,2071,375,[],0
477,7.961197183098592,0,1265,391,[],0
478,7.977887323943662,0,1265,389,[],0
479,7.994577464788732,0,2071,375,[],0
480,8.011267605633803,0,1261,385,[],0
481,8.027957746478872,0,1261,385,[],0
482,8.044647887323944,0,271,373,[],0
483,8.061338028169013,0,271,373,[],0
484,8.078028169014084,0,1664,380,[],0
485,8.094718309859156,0,193,371,[],0
486,8.111408450704225,0,1669,385,[],0
487,8.128098591549296,0,1261,385,[],0
488,8.144788732394366,0,1261,385,[],0
489,8.161478873239437,0,1598,384,[],0
490,8.178169014084506,0,1598,384,[],0
491,8.194859154929578,0,1263,385,[],0
492,8.211549295774647,0,1263,385,[],0
493,8.228239436619718,0,1263,385,[],0
494,8.244929577464788,0,2077,377,[],0
495,8.26161971830986,0,1672,384,[],0
496,8.278309859154929,0,2077,375,[],0
497,8.295,0,2077,375,[],0
498,8.31169014084507,0,2079,377,[],0
499,8.32838028169014,0,2009,377,[],0
500,8.34507042253521,0,2079,375,[],0
501,8.361760563380281,0,208,376,[],0
502,8.378450704225353,0,208,376,[],0
503,8.395140845070422,0,1272,384,[],0
504,8.411830985915493,0,1272,384,[],0
505,8.428521126760563,0,1272,384,[],0
506,8.445211267605634,0,1274,384,[],0
507,8.461901408450704,0,1274,384,[],0
508,8.478591549295775,0,1275,379,[],0
509,8.495281690140844,0,1275,379,[],0
510,8.511971830985916,0,1275,379,[],0
511,8.528661971830985,0,1622,384,[],0
512,8.545352112676056,0,1622,384,[],0
513,8.562042253521126,0,2107,381,[],0
514,8.578732394366197,0,2107,381,[],0
515,8.595422535211267,0,1292,384,[],0
516,8.612112676056338,0,1292,384,[],0
517,8.628802816901409,0,1292,384,[],0
518,8.645492957746479,0,2041,377,[],0
519,8.66218309859155,0,2041,377,[],0
520,8.67887323943662,0,1304,384,[],0
521,8.69556338028169,0,1304,384,[],0
522,8.71225352112676,0,1304,384,[],0
523,8.728943661971831,0,2051,377,[],0
524,8.7456338028169,0,2051,377,[],0
525,8.762323943661972,0,2134,380,[],0
526,8.779014084507041,0,2134,380,[],0
527,8.795704225352113,0,337,373,[],0
528,8.812394366197182,0,337,373,[],0
529,8.829084507042253,0,337,373,[],0
530,8.845774647887323,0,1324,384,[],0
531,8.862464788732394,0,1324,384,[],0
532,8.879154929577464,0,345,373,[],0
533,8.895845070422535,0,345,373,[],0
534,8.912535211267606,0,345,373,[],0
535,8.929225352112676,0,1255,379,[],0
536,8.945915492957747,0,1255,379,[],0
537,8.962605633802816,0,2147,373,[],0
538,8.979295774647888,0,2147,373,[],0
539,8.995985915492957,0,2149,373,[],0
540,9.012676056338028,0,2149,373,[],0
541,9.029366197183098,0,2149,373,[],0
542,9.046056338028169,0,2151,373,[],0
543,9.062746478873239,0,2151,373,[],0
544,9.07943661971831,0,2163,383,[],0
545,9.09612676056338,0,357,371,[],0
546,9.11281690140845,0,357,371,[],0
547,9.12950704225352,0,1268,382,[],0
548,9.146197183098591,0,1268,382,[],0
549,9.162887323943663,0,1675,375,[],0
550,9.179577464788732,0,1675,375,[],0
551,9.196267605633803,0,1746,374,[],0
552,9.212957746478873,0,1746,374,[],0
553,9.229647887323944,0,1746,374,[],0
554,9.246338028169014,0,1342,380,[],0
555,9.263028169014085,0,1342,380,[],0
556,9.279718309859154,0,361,367,[],0
557,9.296408450704226,0,361,367,[],0
558,9.313098591549295,0,361,367,[],0
559,9.329788732394366,0,359,367,[],0
560,9.346478873239436,0,359,367,[],0
561,9.363169014084507,0,2160,374,[],0
562,9.379859154929576,0,2160,374,[],0
563,9.396549295774648,0,361,365,[],0
564,9.413239436619717,0,361,365,[],0
565,9.429929577464788,0,361,365,[],0
566,9.44661971830986,0,2540,174,[],0
567,9.46330985915493,0,2540,174,[],0
568,9.48,0,1978,148,[],0
569,9.49669014084507,0,51,309,[],0
570,9.513380281690141,0,51,309,[],0
571,9.53007042253521,0,1815,297,[],0
572,9.546760563380282,0,1815,297,[],0
573,9.563450704225351,0,554,200,[],0
574,9.580140845070423,0,554,200,[],0
575,9.596830985915492,0,1704,98,[],0
576,9.613521126760563,0,548,198,[],0
577,9.630211267605633,0,1704,98,[],0
578,9.646901408450704,0,2125,89,[],0
579,9.663591549295774,0,2125,89,[],0
580,9.680281690140845,0,2542,174,[],0
581,9.696971830985914,0,368,308,[],0
582,9.713661971830986,0,368,308,[],0
583,9.730352112676057,0,609,243,[],0
584,9.747042253521126,0,544,196,[],0
585,9.763732394366198,0,1814,306,[],0
586,9.780422535211267,0,2540,174,[],0
587,9.797112676056338,0,2540,174,[],0
588,9.813802816901408,0,895,161,[],0
589,9.830492957746479,0,537,193,[],0
590,9.847183098591549,0,733,299,[],0
591,9.86387323943662,0,733,299,[],0
592,9.88056338028169,0,536,190,[],0
593,9.89725352112676,0,536,190,[],0
594,9.91394366197183,0,536,190,[],0
595,9.930633802816901,0,1847,433,[],0
596,9.94732394366197,0,1847,433,[],0
597,9.964014084507042,0,532,190,[],0
598,9.980704225352113,0,532,190,[],0
599,9.997394366197183,0,528,192,[],0
600,10.014084507042254,0,528,192,[],0
601,10.030774647887323,0,2717,303,[],0
602,10.047464788732395,0,714,304,[],0
603,10.064154929577464,0,695,1,[],0
604,10.080845070422535,0,1511,365,[],0
605,10.097535211267605,0,800,244,[],0
606,10.114225352112676,0,1511,365,[],0
607,10.130915492957746,0,1505,365,[],0
608,10.147605633802817,0,1505,365,[],0
609,10.164295774647886,0,766,118,[],0
610,10.180985915492958,0,766,118,[],0
611,10.197676056338027,0,1485,385,[],0
612,10.214366197183098,0,1485,385,[],0
613,10.231056338028168,0,1485,385,[],0
614,10.247746478873239,0,1911,783,[],0
615,10.26443661971831,0,1911,783,[],0
616,10.28112676056338,0,676,304,[],0
617,10.297816901408451,0,676,304,[],0
618,10.31450704225352,0,676,304,[],0
619,10.331197183098592,0,667,299,[],0
620,10.347887323943661,0,667,299,[],0
621,10.364577464788733,0,277,305,[],0
622,10.381267605633802,0,1549,383,[],0
623,10.397957746478873,0,1442,362,[],0
624,10.414647887323943,0,1540,384,[],0
625,10.431338028169014,0,1442,362,[],0
626,10.448028169014083,0,1531,383,[],0
627,10.464718309859155,0,1531,383,[],0
628,10.481408450704224,0,1425,361,[],0
629,10.498098591549295,0,1425,361,[],0
630,10.514788732394367,0,1425,361,[],0
631,10.531478873239436,0,1964,48,[],0
632,10.548169014084507,0,1964,48,[],0
633,10.564859154929577,0,1868,358,[],0
634,10.581549295774648,0,1867,357,[],0
635,10.598239436619718,0,590,302,[],0
636,10.614929577464789,0,590,302,[],0
637,10.631619718309858,0,1548,384,[],0
638,10.64830985915493,0,1535,359,[],0
639,10.665,0,1535,359,[],0
640,10.68169014084507,0,2540,174,[],0
641,10.69838028169014,0,2540,174,[],0
642,10.715070422535211,0,2540,174,[],0
643,10.73176056338028,0,162,300,[],0
644,10.748450704225352,0,2540,174,[],0
645,10.765140845070421,0,2540,174,[],0
646,10.781830985915493,0,2540,174,[],0
647,10.798521126760564,0,2540,174,[],0
648,10.815211267605633,0,2540,174,[],0
649,10.831901408450705,0,2540,174,[],0
650,10.848591549295774,0,2540,174,[],0
651,10.865281690140845,0,2540,174,[],0
652,10.881971830985915,0,2540,174,[],0
653,10.898661971830986,0,2540,174,[],0
654,10.915352112676056,0,2540,174,[],0
655,10.932042253521127,0,2540,174,[],0
656,10.948732394366196,0,2540,174,[],0
657,10.965422535211268,0,2540,174,[],0
658,10.982112676056337,0,2540,174,[],0
659,10.998802816901408,0,2540,174,[],0
660,11.015492957746478,0,2540,174,[],0
661,11.032183098591549,0,2540,174,[],0
662,11.048873239436618,0,2540,174,[],0
