frame,time,player_count,ball_x,ball_y,space_control,passing_options
663,11.06556338028169,0,2540,174,[],0
664,11.082253521126761,0,2540,174,[],0
665,11.09894366197183,0,2540,174,[],0
666,11.115633802816902,0,2540,174,[],0
667,11.132323943661971,0,2540,174,[],0
668,11.149014084507042,0,2540,174,[],0
669,11.165704225352112,0,2540,174,[],0
670,11.182394366197183,0,2540,174,[],0
671,11.199084507042253,0,2540,174,[],0
672,11.215774647887324,0,2540,174,[],0
673,11.232464788732393,0,2540,174,[],0
674,11.249154929577465,0,2540,174,[],0
675,11.265845070422534,0,2540,174,[],0
676,11.282535211267605,0,2540,174,[],0
677,11.299225352112675,0,2540,174,[],0
678,11.315915492957746,0,2540,174,[],0
679,11.332605633802817,0,2540,174,[],0
680,11.349295774647887,0,2540,174,[],0
681,11.365985915492958,0,2540,174,[],0
682,11.382676056338028,0,2540,174,[],0
683,11.399366197183099,0,2540,174,[],0
684,11.416056338028168,0,2540,174,[],0
685,11.43274647887324,0,2540,174,[],0
686,11.449436619718309,0,2540,174,[],0
687,11.46612676056338,0,2540,174,[],0
688,11.48281690140845,0,2540,174,[],0
689,11.499507042253521,0,2540,174,[],0
690,11.51619718309859,0,2540,174,[],0
691,11.532887323943662,0,2540,174,[],0
692,11.549577464788731,0,2540,174,[],0
693,11.566267605633803,0,2540,174,[],0
694,11.582957746478872,0,2540,174,[],0
695,11.599647887323943,0,2540,174,[],0
696,11.616338028169015,0,2540,174,[],0
697,11.633028169014084,0,2540,174,[],0
698,11.649718309859155,0,2540,174,[],0
699,11.666408450704225,0,2540,174,[],0
700,11.683098591549296,0,2540,174,[],0
701,11.699788732394365,0,2540,174,[],0
702,11.716478873239437,0,2540,174,[],0
703,11.733169014084506,0,2540,174,[],0
704,11.749859154929577,0,2540,174,[],0
705,11.766549295774647,0,2540,174,[],0
706,11.783239436619718,0,2540,174,[],0
707,11.799929577464788,0,2540,174,[],0
